1 ; -37.0 ; -44.5
2 ; -37.5 ; -44.5
3 ; -37.5 ; -44.5
4 ; -38.0 ; -45.0
5 ; -38.0 ; -45.0
6 ; -37.5 ; -44.0
7 ; -37.5 ; -44.5
8 ; -37.5 ; -44.5
9 ; -37.5 ; -44.5
10 ; -37.5 ; -44.5
11 ; -37.0 ; -45.5
12 ; -38.0 ; -45.0
13 ; -37.0 ; -44.5
14 ; -37.0 ; -44.5
15 ; -38.5 ; -46.0
16 ; -38.0 ; -45.0
17 ; -38.5 ; -45.0
18 ; -37.5 ; -44.5
19 ; -37.5 ; -44.5
20 ; -38.0 ; -45.5
21 ; -37.5 ; -44.0
22 ; -39.0 ; -47.5
23 ; -38.5 ; -45.0
24 ; -38.5 ; -46.0
25 ; -38.5 ; -45.5
26 ; -38.0 ; -45.0
27 ; -38.5 ; -45.5
28 ; -38.5 ; -45.5
29 ; -37.5 ; -45.5
30 ; -38.5 ; -45.0
31 ; -39.0 ; -45.5
32 ; -37.5 ; -45.0
33 ; -37.5 ; -45.0
34 ; -37.5 ; -45.0
35 ; -37.0 ; -44.5
36 ; -37.5 ; -44.5
37 ; -37.5 ; -44.5
38 ; -38.5 ; -44.5
39 ; -38.5 ; -47.5
40 ; -39.0 ; -45.5
41 ; -39.5 ; -46.0
42 ; -37.5 ; -44.5
43 ; -38.5 ; -44.5
44 ; -37.5 ; -45.5
45 ; -38.5 ; -45.5
46 ;; 3
47 ; -38.5 ; -46.0
48 ; -38.5 ; -46.5
49 ; -38.0 ; -45.0
50 ; -38.5 ; -46.0
51 ; -38.5 ; -46.0
52 ; -38.5 ; -46.0
53 ; -38.5 ; -46.0
54 ; -38.5 ; -46.0
55 ;; 5
56 ; -38.5 ; -46.0
57 ; -38.5 ; -45.5
58 ; -38.5 ; -45.5
59 ; -38.5 ; -46.0
60 ;; 7
61 ; -38.0 ; -46.0
62 ; -38.5 ; -45.0
63 ; -38.5 ; -46.0
64 ;; 9
65 ; -37.5 ; -44.0
66 ; -39.0 ; -46.0
67 ; -38.5 ; -45.0
68 ; -38.5 ; -45.5
69 ;; 11
70 ; -38.0 ; -44.5
71 ; -37.5 ; -44.5
72 ;; 13
73 ; -37.5 ; -44.5
74 ; -37.5 ; -44.5
75 ;; 15
76 ; -38.0 ; -44.5
77 ; -38.0 ; -45.5
78 ;; 17
79 ; -36.5 ; -43.5
80 ; -37.5 ; -44.5
81 ;; 19
82 ; -36.5 ; -44.5
83 ; -37.5 ; -44.5
84 ;; 21
85 ; -37.5 ; -45.0
86 ; -39.0 ; -50.5
87 ;; 23
88 ; -36.5 ; -42.5
89 ;; 25
90 ; -37.0 ; -44.5
91 ; -37.5 ; -44.5
92 ;; 27
93 ; -38.0 ; -45.5
94 ;; 29
95 ; -37.5 ; -44.5
96 ;; 31
97 ; -38.0 ; -45.0
98 ;; 33
99 ; -38.5 ; -46.5
100 ; -38.5 ; -45.5
101 ;; 35
102 ; -38.0 ; -45.0
103 ;; 37
104 ; -38.5 ; -46.0
105 ;; 39
106 ; -39.0 ; -46.0
107 ;; 41
108 ; -38.5 ; -46.0
109 ;; 43
110 ; -38.0 ; -44.5
111 ;; 45
112 ; -38.0 ; -45.0
113 ;; 47
114 ; -38.5 ; -46.5
115 ;; 49
116 ; -37.5 ; -44.5
117 ;; 51
118 ; -37.0 ; -44.5
119 ;; 53
120 ; -37.5 ; -44.5
121 ;; 55
122 ; -38.5 ; -45.5
123 ;; 57
124 ; -38.5 ; -46.0
125 ;; 59
126 ; -38.5 ; -45.5
127 ;; 61
128 ; -38.5 ; -45.5
129 ;; 63
130 ; -38.5 ; -45.0
131 ;; 65
132 ; -37.5 ; -44.5
133 ;; 67
134 ; -37.5 ; -44.0
135 ;; 69
136 ; -37.5 ; -45.0
137 ;; 71
138 ; -38.5 ; -45.5
139 ; -38.5 ; -45.0
140 ;; 73
141 ; -38.0 ; -45.0
142 ;; 75
143 ; -37.5 ; -45.0
144 ; -38.0 ; -45.5
145 ;; 77
146 ; -37.5 ; -44.5
147 ;; 79
148 ; -38.0 ; -45.0
149 ;; 81
150 ; -37.5 ; -44.5
151 ; -37.5 ; -44.5
152 ;; 83
153 ; -38.0 ; -45.0
154 ;; 85
155 ; -37.5 ; -44.5
156 ;; 87
157 ; -38.0 ; -45.0
