1 ; -32.5 ; -35.5
2 ; -32.0 ; -34.5
3 ; -32.5 ; -35.0
4 ; -32.5 ; -35.0
5 ; -32.0 ; -34.0
6 ; -32.5 ; -34.5
7 ; -32.5 ; -35.5
8 ; -32.5 ; -35.5
9 ; -32.5 ; -35.5
10 ; -32.5 ; -35.0
11 ; -32.0 ; -34.5
12 ; -32.5 ; -34.5
13 ; -33.0 ; -35.5
14 ; -32.5 ; -35.0
15 ; -33.0 ; -35.5
16 ; -32.5 ; -35.5
17 ; -32.5 ; -35.0
18 ; -32.5 ; -35.0
19 ; -32.5 ; -35.0
20 ; -32.5 ; -35.5
21 ; -34.5 ; -37.0
22 ; -32.5 ; -35.5
23 ; -33.5 ; -36.5
24 ; -33.0 ; -35.5
25 ; -36.5 ; -38.5
26 ; -38.0 ; -40.0
27 ; -37.5 ; -39.5
28 ; -34.5 ; -37.5
29 ; -32.0 ; -34.0
30 ; -31.0 ; -33.0
31 ; -31.5 ; -33.0
32 ; -32.5 ; -35.0
33 ; -32.5 ; -34.5
34 ; -35.0 ; -37.5
35 ; -35.0 ; -37.5
36 ; -33.0 ; -35.5
37 ; -33.0 ; -36.5
38 ; -32.5 ; -35.5
39 ; -33.5 ; -36.5
40 ; -32.5 ; -36.0
41 ; -33.5 ; -35.5
42 ; -33.5 ; -36.0
43 ; -34.5 ; -37.5
44 ; -36.5 ; -38.5
45 ; -36.5 ; -38.5
46 ; -37.0 ; -39.0
47 ; -36.5 ; -38.5
48 ; -36.5 ; -38.5
49 ; -36.5 ; -38.5
50 ; -36.5 ; -38.5
51 ; -36.5 ; -38.5
52 ; -36.5 ; -38.5
53 ; -36.5 ; -38.5
54 ; -37.0 ; -39.0
55 ; -36.5 ; -38.5
56 ; -36.5 ; -38.5
57 ; -36.0 ; -38.5
58 ; -37.5 ; -40.5
59 ; -38.5 ; -41.5
60 ; -36.5 ; -39.0
61 ; -35.0 ; -37.5
62 ; -35.0 ; -37.0
63 ; -46.0 ; -48.5
64 ; -34.5 ; -37.0
65 ; -35.5 ; -37.5
66 ; -32.5 ; -35.5
67 ; -31.5 ; -33.5
68 ; -31.5 ; -33.5
69 ; -31.5 ; -33.5
70 ; -32.0 ; -34.5
71 ; -33.5 ; -36.0
72 ; -32.5 ; -35.5
73 ; -31.0 ; -32.5
74 ; -33.0 ; -35.5
75 ; -34.0 ; -36.5
76 ; -34.0 ; -37.0
77 ; -34.0 ; -36.5
78 ; -39.5 ; -42.5
79 ; -34.0 ; -37.5
80 ; -37.5 ; -39.0
81 ; -38.0 ; -40.5
82 ; -39.0 ; -42.0
83 ; -39.5 ; -42.0
84 ; -36.0 ; -38.5
85 ; -32.0 ; -34.5
86 ; -33.0 ; -35.5
87 ; -34.0 ; -36.5
88 ; -33.0 ; -36.5
89 ; -34.0 ; -36.5
90 ; -34.0 ; -37.0
91 ; -33.5 ; -36.5
92 ; -33.5 ; -36.5
93 ; -32.5 ; -35.0
94 ; -33.0 ; -36.0
95 ; -39.0 ; -41.5
96 ; -39.0 ; -42.0
97 ; -38.5 ; -41.5
98 ; -38.5 ; -41.5
99 ; -38.0 ; -41.0
100 ; -38.5 ; -41.5
101 ; -38.5 ; -41.0
102 ; -38.5 ; -41.0
103 ; -38.0 ; -40.5
104 ; -38.5 ; -41.0
105 ; -39.5 ; -42.0
106 ; -37.5 ; -39.5
107 ; -38.5 ; -41.5
108 ; -39.5 ; -42.5
109 ; -41.0 ; -43.5
110 ; -38.5 ; -41.5
111 ; -38.5 ; -41.0
112 ; -38.0 ; -40.0
113 ; -38.0 ; -40.5
114 ; -36.5 ; -39.0
115 ; -33.5 ; -36.5
116 ; -33.5 ; -36.0
117 ; -35.5 ; -38.0
118 ; -36.5 ; -39.0
119 ; -33.0 ; -36.5
120 ; -36.5 ; -38.5
121 ; -35.5 ; -38.0
122 ; -36.0 ; -38.5
123 ; -35.5 ; -37.5
124 ; -35.0 ; -37.5
125 ; -35.0 ; -38.0
126 ; -35.0 ; -37.5
127 ; -36.0 ; -38.5
128 ; -36.0 ; -38.5
129 ; -35.5 ; -38.5
130 ; -33.0 ; -36.5
131 ; -34.0 ; -37.0
132 ; -33.5 ; -36.5
133 ; -34.5 ; -37.5
134 ; -34.0 ; -37.0
135 ; -35.5 ; -37.5
136 ; -35.5 ; -38.5
137 ; -35.5 ; -37.5
138 ; -34.5 ; -37.5
139 ; -35.0 ; -37.5
140 ; -35.5 ; -38.0
141 ; -34.0 ; -36.5
142 ; -34.0 ; -37.0
143 ; -36.0 ; -38.5
144 ; -34.5 ; -37.5
145 ; -35.0 ; -37.5
146 ; -34.0 ; -37.0
147 ; -35.0 ; -38.0
148 ; -35.0 ; -37.5
149 ; -34.5 ; -37.5
150 ; -34.5 ; -37.5
151 ; -35.0 ; -37.5
152 ; -35.0 ; -37.5
153 ; -35.0 ; -37.5
154 ; -37.0 ; -39.5
155 ; -34.5 ; -37.5
156 ; -34.5 ; -36.5
